genres,id,popularity,production_companies,runtime,vote_average,vote_count,title,collection
"[18, 53, 80]",29106,1.427748,[306],98.0,5.6,16.0,Whirlpool,
"[18, 10749, 10769]",51865,1.222277,"[280, 635]",104.0,5.6,7.0,La petite Lili,
[35],37652,3.740902,"[82, 3823, 5358, 8006, 22370]",104.0,5.7,76.0,Didier,
"[35, 18, 10749]",4676,0.717425,[83],110.0,6.0,12.0,Grande école,
"[18, 35]",28478,1.102802,[41536],114.0,5.6,14.0,Gordos,
"[35, 18]",51617,1.363484,"[2886, 4006]",115.0,6.6,11.0,This Happy Breed,
"[18, 10749]",3037,7.322719,"[138, 451, 4606, 5766]",89.0,6.0,16.0,Yella,
"[99, 18]",208478,2.430308,[],116.0,4.8,12.0,Destricted,33878
"[10752, 99, 18, 36]",61302,0.727385,[3324],69.0,7.5,11.0,Culloden,
[10769],113012,0.029361,[95081],101.0,4.7,6.0,অশনি সংকেত,
"[27, 14, 10770]",108788,0.03652,[],56.0,7.0,1.0,Out of Mind: The Stories of H.P. Lovecraft,
[27],140172,0.509406,[],88.0,3.8,6.0,Cool Air,
[18],59231,0.785882,"[70, 4051]",101.0,5.5,10.0,The Rain People,
[18],59088,0.28146,"[5940, 28762]",94.0,5.9,6.0,Skupljači perja,
"[80, 18]",15102,1.999232,[4792],109.0,6.1,14.0,Endgame,
"[27, 878, 53]",24963,1.599643,"[10968, 70128]",90.0,5.3,12.0,Dead Air,
[35],36962,0.222382,[],52.0,5.5,3.0,Puppetry of the Penis: Live at the Forum,
[878],26932,8.780704,[],99.0,5.4,33.0,The Island of Dr. Moreau,
"[99, 10402]",40636,0.726745,[],151.0,5.6,4.0,The Rolling Stones: Stones in Exile,
[18],2363,2.605844,[1099],112.0,6.6,16.0,Les Cousins,
[35],423917,0.001253,[],73.0,0.0,0.0,Dynamiittityttö,
"[18, 35, 80, 9648, 53]",34991,1.827144,"[441, 3067]",88.0,7.1,7.0,Gumshoe,
"[53, 18]",34703,0.083073,[],99.0,5.5,1.0,Agallas,
"[18, 36]",1896,1.774804,"[777, 12010]",137.0,6.5,18.0,Salvador (Puig Antich),
"[35, 18, 10751, 10749]",39129,0.77623,[],93.0,4.2,11.0,Slam Dunk Ernest,330555
"[18, 35]",69544,0.751652,[6181],107.0,6.0,6.0,Kvinnors väntan,
"[35, 10402, 10749]",43449,0.370227,"[5440, 6194]",99.0,4.0,1.0,Romance on the High Seas,
[99],76180,5.796763,"[1, 6529, 11453]",151.0,7.1,22.0,Empire of Dreams: The Story of the Star Wars Trilogy,
"[16, 35]",16023,7.829821,[],67.0,7.9,75.0,South Park: Imaginationland,
"[35, 10749]",25903,1.026251,[42203],90.0,4.5,4.0,Marie and Bruce,
[],153913,0.4721,[],90.0,2.4,4.0,The Intern,
"[99, 10402]",25630,0.853595,[7426],96.0,7.1,22.0,Kurt Cobain: About a Son,
[99],28036,0.037702,[],82.0,6.0,1.0,Horror Business,
"[18, 10749]",51395,2.845429,[4],125.0,6.3,9.0,Hold Back the Dawn,
"[35, 80]",1789,1.527735,"[8411, 13999]",100.0,8.7,3.0,The Gazebo,
[99],74076,0.038851,[],98.0,8.0,1.0,9/11: The Twin Towers,
"[10752, 99]",235199,0.807334,[],78.0,5.3,2.0,We Stand Alone Together,
"[28, 878, 12, 53]",34851,9.034929,"[306, 1302, 6332, 10807]",107.0,6.0,1231.0,Predators,399
"[18, 53, 10749, 80]",8471,1.338785,"[289, 312, 860, 2137, 2317, 2506, 9349, 10441, 54647, 54651]",89.0,6.0,20.0,Far North,
"[35, 80, 18]",45622,0.838298,"[2649, 51531]",85.0,4.7,7.0,"Manson, My Name Is Evil",
"[35, 10402]",43514,6.037392,[6194],127.0,6.8,8.0,Thank Your Lucky Stars,
"[18, 80, 9648]",87267,0.49965,"[3811, 35067]",132.0,6.3,5.0,The Fixer,
"[99, 10402]",37659,2.669145,"[25545, 60828]",86.0,7.5,45.0,When You're Strange,
"[99, 18]",166677,0.037647,[6790],95.0,1.0,1.0,The Flight That Fought Back,
"[28, 53, 10752]",23097,0.338405,[306],103.0,4.7,3.0,Hell and High Water,
"[18, 36, 10749]",44711,0.376565,[8411],112.0,7.1,4.0,Young Bess,
"[16, 10751]",20352,22.274502,"[33, 6704]",95.0,7.1,6595.0,Despicable Me,86066
[10752],150778,0.773279,[4],126.0,5.7,5.0,So Proudly We Hail,
[53],58781,0.442155,[24416],121.0,4.4,5.0,31 North 62 East,
[],142052,0.519131,[],95.0,1.0,1.0,Irene in Time,
"[28, 18, 10752]",32921,2.686813,[6194],114.0,6.9,5.0,Captains of the Clouds,
"[28, 18, 10769, 53]",24048,0.449847,[5107],93.0,6.5,4.0,The Front Line,
"[10749, 37]",43853,0.502239,[8411],121.0,3.8,2.0,The Girl of the Golden West,
"[10402, 35]",43849,0.127728,[8411],114.0,5.0,1.0,Sweethearts,
"[28, 53, 878, 9648, 12]",27205,29.108149,"[923, 6194, 9996]",148.0,8.1,14075.0,Inception,
[35],38365,23.981251,"[5, 2608, 7295]",102.0,6.0,1746.0,Grown Ups,180546
"[18, 10769, 27, 53]",64861,0.476642,[],91.0,4.8,5.0,Thirst,
"[14, 12, 28, 35, 18]",27022,12.533525,"[2, 130, 831, 8000, 19097]",109.0,5.9,1526.0,The Sorcerer's Apprentice,
"[35, 27]",27843,1.120763,[],103.0,6.1,15.0,東京ゾンビ,
"[18, 10749]",80198,0.017336,"[61298, 61299, 61300]",97.0,0.0,0.0,Swedish Auto,
"[27, 878]",16304,6.060156,[5242],104.0,3.8,30.0,Creepshow 3,107725
"[28, 35]",37834,12.758942,"[84, 306, 444, 508, 21845]",109.0,5.9,1583.0,Knight and Day,
[18],32395,7.588652,"[597, 2293, 3782, 4634, 6563]",99.0,6.2,36.0,The Greatest,
"[28, 10770, 18]",26682,3.520748,[18881],95.0,5.4,22.0,Roadracers,
"[18, 10749]",41252,0.439862,[12877],120.0,6.5,4.0,Raincoat,
"[18, 37]",25914,3.365966,[45725],89.0,6.3,13.0,The Fastest Gun Alive,
"[18, 36]",4556,0.925278,"[851, 1049, 2452, 6555, 11841, 22209, 22628, 25487, 28222, 32187, 58955, 61418, 63445]",135.0,6.6,15.0,Nightwatching,
"[18, 80, 9648, 53]",18680,7.241443,"[306, 6429, 36112, 36113]",95.0,5.8,13.0,Fear City,
"[36, 18, 80]",72356,1.254068,"[5358, 8799, 30514, 30515]",100.0,6.2,8.0,Sade,
"[878, 28]",41522,0.483201,"[6438, 6677, 20358]",176.0,4.6,11.0,The Phantom,
"[28, 12, 18, 10751]",38575,11.690781,"[5, 2596, 5635, 12485]",140.0,6.2,1675.0,The Karate Kid,
"[35, 10749]",39037,6.269507,"[2341, 26127]",90.0,5.4,60.0,The Good Guy,
"[9648, 53, 80, 27]",15714,5.343238,"[8724, 78322, 78323]",110.0,6.7,34.0,Like Minds,
"[18, 10749]",22556,3.919317,[6536],102.0,6.4,53.0,The Yellow Handkerchief,
[18],49500,0.465688,"[3525, 6135, 9210, 11493, 11494]",183.0,7.0,4.0,Comrades,
[28],54857,0.071981,[],0.0,8.0,1.0,She hao dan xin zhen jiu zhou,
"[18, 53, 10769]",110903,0.482865,[],128.0,5.4,4.0,夢二,
"[18, 27, 53, 9648, 10749, 10769]",110899,0.57604,"[9181, 14145]",144.0,6.4,9.0,ツィゴイネルワイゼン,
"[35, 18]",39781,5.899155,"[6667, 6691, 10146, 10161, 23910, 23911, 23912, 23913]",106.0,6.5,512.0,The Kids Are All Right,
[18],26350,0.974475,[4495],97.0,3.0,2.0,Perestroika,
[27],100661,0.204179,"[9345, 9346]",89.0,3.5,4.0,Terror Is a Man,
[27],85674,0.035207,[],84.0,3.0,1.0,The Twilight People,
"[27, 80, 53]",73861,10.431742,[9999],104.0,5.5,408.0,Srpski film,
[18],61222,1.605963,[],98.0,7.2,27.0,Home,
"[18, 10749, 53]",40850,1.991189,[5820],86.0,6.0,43.0,Cherrybomb,
"[28, 16]",40662,7.039325,"[429, 2785]",75.0,7.6,459.0,Batman: Under the Red Hood,
"[35, 14, 9648]",59484,0.019669,"[223, 28700, 54613]",129.0,7.7,6.0,Le Pont du Nord,
"[35, 18]",54198,0.090443,[],55.0,6.0,1.0,My Boy,
"[10402, 35]",91470,0.108898,[6194],84.0,0.0,1.0,Mammy,
"[35, 10751, 14]",47508,0.41048,[48490],81.0,5.8,8.0,The Wizard of Oz,
"[28, 9648, 53]",27576,8.704455,"[5, 435, 7295, 11845]",100.0,6.2,2125.0,Salt,
[18],86431,,[2501],90.0,4.9,5.0,Szindbád,
[99],30565,1.337041,[],88.0,6.1,9.0,The Hamster Factor and Other Tales of Twelve Monkeys,
"[35, 99]",42918,1.215754,[6319],85.0,6.5,38.0,Winnebago Man,
"[80, 18, 53]",1920,7.227515,"[60, 5266]",83.0,6.4,10.0,Crime of Passion,
"[35, 18, 10749]",53209,0.425882,"[1442, 8411]",78.0,8.3,3.0,The Patsy,
"[18, 10402]",24487,0.321534,"[4319, 4320, 4321]",135.0,6.8,6.0,Passing Strange,
"[9648, 35]",39768,1.449833,[5120],94.0,7.2,24.0,Берегись автомобиля,
"[18, 10749]",162862,0.049323,[21],87.0,0.0,0.0,Peg o' My Heart,
[18],134427,0.784385,[8411],77.0,6.6,5.0,Downstairs,
[18],53232,0.051534,[21],89.0,8.0,1.0,Five and Ten,
"[28, 878, 53]",37816,1.012268,"[1988, 44668]",87.0,3.4,12.0,Dark Island,
"[99, 10402]",20996,0.023065,[3888],271.0,0.0,0.0,Smashing Pumpkins: If All Goes Wrong,
[10402],18968,0.413532,[],92.0,6.9,4.0,Pearl Jam: Immagine in Cornice,
"[878, 18, 10749, 14]",31011,11.817059,"[796, 2366]",156.0,7.9,1616.0,Mr. Nobody,
"[35, 10749]",96525,0.007897,[5488],85.0,0.0,0.0,Music in the Air,
"[18, 10752]",1863,2.499612,"[1714, 5120, 10000]",109.0,7.6,28.0,I girasoli,
"[12, 18, 10752]",26652,1.89728,[],118.0,6.1,12.0,Play Dirty,
"[18, 10749]",65212,0.313032,"[6194, 16916]",142.0,4.1,5.0,The Silver Chalice,
[35],35262,0.377717,[6194],93.0,6.3,4.0,George Washington Slept Here,
[99],37098,0.004777,[],40.0,0.0,0.0,The Last Truck: Closing of a GM Plant,
"[18, 10402]",26796,0.938609,[4586],119.0,5.9,8.0,Telstar: The Joe Meek Story,
"[35, 18, 10749]",41163,0.989885,[69750],81.0,7.1,9.0,In a Day,
"[18, 27, 53]",85023,0.00335,[],74.0,0.0,0.0,A Name for Evil,
[35],38778,11.623718,"[4, 27, 158, 2242, 6733, 11084]",114.0,5.5,542.0,Dinner for Schmucks,
[99],40428,0.252886,[],80.0,5.5,6.0,8: The Mormon Proposition,
[18],104343,0.227914,"[9181, 9182]",94.0,7.8,5.0,東京戰争戦後秘話,
"[18, 35]",104744,0.278203,"[9181, 9182]",96.0,5.4,8.0,新宿泥棒日記,
"[35, 14]",35019,8.983275,"[33, 1973, 5870, 7295, 10163]",109.0,6.0,450.0,Nanny McPhee and the Big Bang,35792
"[18, 35, 10769]",17631,1.288693,[53334],75.0,7.0,27.0,Pranzo di ferragosto,
[35],5899,0.91237,"[938, 88920, 93901]",108.0,7.0,12.0,De Noorderlingen,
[18],18166,0.587998,[],127.0,0.0,0.0,3 Needles,
"[53, 18]",124096,0.86917,[],104.0,6.5,7.0,"Olivier, Olivier",
"[18, 10749, 10769]",86266,0.236194,[6597],110.0,8.2,6.0,강원도의 힘,
"[10402, 35, 18]",59881,1.65322,[73471],93.0,6.2,19.0,Taking Off,
[35],17914,0.543036,[],100.0,7.1,7.0,Safe Sex,
"[28, 80]",37766,0.573746,[],104.0,7.0,8.0,Uro,
"[27, 9648, 53, 80]",48197,4.876494,[9266],86.0,6.1,48.0,The Town That Dreaded Sundown,
"[28, 18, 10769, 53]",36274,0.480518,[],96.0,6.9,8.0,実録・安藤昇侠道伝 烈火,
"[18, 35, 10769]",26584,1.375209,[2783],78.0,6.2,11.0,Nord,
[28],38022,0.618416,[28518],184.0,6.9,16.0,अमर अकबर एन्थोनी,
[35],32497,1.480269,[321],97.0,4.1,14.0,Farsan,
[53],90908,0.457576,[1542],105.0,6.7,15.0,Trans-Europ-Express,
[18],45043,0.410813,[5966],112.0,5.4,5.0,거짓말,
"[80, 18, 9648, 53]",31262,8.901688,"[1394, 5131, 5132, 28190, 55461]",139.0,7.1,19.0,A londoni férfi,
"[18, 10749]",21564,6.481002,[441],91.0,6.4,14.0,Human Desire,
"[28, 12, 10751]",43605,0.987212,[8411],103.0,6.6,18.0,Treasure Island,
"[35, 16, 10751]",20007,2.684017,[6194],98.0,6.7,29.0,The Bugs Bunny/Road Runner Movie,
"[28, 80, 18]",25335,0.97247,[],133.0,6.4,18.0,Rööperi,
"[35, 18, 10749]",41483,0.183494,"[31023, 93660, 93661]",85.0,6.5,3.0,Tamo i ovde,
[35],31203,9.625107,"[147, 856, 1115, 2250, 11199, 11261, 11620, 11920, 12096, 23303]",91.0,5.9,315.0,Le petit Nicolas,303872
[35],54233,0.085966,[],125.0,8.0,2.0,獨立時代,
"[27, 53]",27297,2.275789,[4658],73.0,5.1,39.0,Gurotesuku,
"[27, 53, 9648]",39303,0.861213,"[23818, 23819]",96.0,4.6,10.0,2:13,
[53],21900,1.747367,[],85.0,6.0,15.0,Shifty,
"[28, 36, 18]",37472,1.9602,[4054],109.0,7.2,684.0,葉問2: 宗師傳奇,70068
"[27, 878]",29168,0.145918,[],0.0,4.0,2.0,Dr. Moreau's House of Pain,
[18],108712,0.362092,[59620],108.0,8.0,1.0,Eu Me Lembro,
[18],343283,2.621798,"[7446, 7834, 17544]",94.0,0.0,0.0,Jag är Maria,
"[35, 99, 10749]",63075,0.437868,[],90.0,8.0,2.0,Lucky,
"[35, 10751]",38843,7.467591,"[444, 813]",103.0,6.2,249.0,Ramona and Beezus,
"[35, 18]",39008,0.680347,[2304],129.0,7.4,4.0,Jäniksen vuosi,
"[10752, 28, 18, 10749]",49609,0.596991,[306],98.0,3.7,3.0,A Yank in the R.A.F.,
[18],37950,6.273131,"[33, 2527, 7295]",99.0,6.8,589.0,Charlie St. Cloud,
[35],24122,8.323775,"[5257, 8936, 12073, 17304, 29060]",95.0,5.9,224.0,The Rebound,
"[28, 35, 80]",27581,12.536621,"[5, 4740]",107.0,6.1,1406.0,The Other Guys,
"[28, 80, 18, 53]",24508,1.018844,[4324],86.0,6.9,12.0,The Lineup,
"[12, 28, 35, 53]",41135,8.534211,"[5859, 5860]",82.0,5.1,63.0,Operation: Endgame,
[],37570,0.761288,[],98.0,7.6,7.0,Başka Dilde Aşk,
"[35, 18]",52713,1.017083,"[635, 8138, 72272]",95.0,7.8,5.0,Hélas pour moi,
"[28, 18, 53]",5465,0.951375,[46],96.0,6.0,11.0,Das Millionenspiel,
"[53, 9648, 10749]",61430,0.197406,"[441, 14030]",98.0,6.3,5.0,Affair in Trinidad,
"[80, 27, 9648]",45322,4.575792,[33],61.0,6.2,11.0,She-Wolf of London,259027
[27],20591,1.44886,[5442],120.0,4.1,22.0,Cradle of Fear,
[18],13221,0.920414,[2784],100.0,5.7,10.0,Kautokeino-opprøret,
"[18, 10749]",18848,0.349782,[],94.0,5.0,1.0,The Inner Life of Martin Frost,
"[10749, 18]",42008,2.602047,[],127.0,7.1,18.0,La famiglia,
[18],77334,0.978367,[],124.0,5.7,14.0,La terrazza,
[35],94618,0.479288,[306],83.0,7.0,5.0,Dreamboat,
[37],102488,0.738382,[52688],85.0,4.5,3.0,The Desperados,
"[27, 80, 9648]",86667,0.487567,[5077],78.0,6.3,10.0,Grip of the Strangler,
[18],76000,0.551158,"[660, 3632]",126.0,7.2,6.0,The L-Shaped Room,
"[12, 18, 36, 10749, 37]",83360,0.86196,[4],126.0,6.1,4.0,North West Mounted Police,
"[18, 10402]",98328,0.219972,[8411],109.0,6.8,5.0,The Great Caruso,
"[18, 53, 9648]",33195,9.51301,"[3272, 5267, 7680, 14819, 16486, 23191, 23192]",99.0,6.3,44.0,Triage,
"[18, 35, 10402, 10749, 10751]",46011,0.078792,[],114.0,8.5,2.0,Call Me Madam,
"[80, 99]",53190,0.758472,[],100.0,7.6,14.0,The Two Escobars,
"[12, 35, 10749, 878, 10752]",28426,1.48335,"[33, 10718]",81.0,5.7,6.0,Invisible Agent,259401
"[35, 18]",39414,6.072397,[10559],110.0,6.0,91.0,Paper Man,
"[99, 10402]",42039,0.413309,[],82.0,7.0,2.0,All Tomorrow's Parties,
[28],19528,2.497472,[],129.0,6.6,28.0,男兒本色,
"[18, 35, 10751]",37700,0.585443,[859],105.0,6.1,7.0,Bjarnfreðarson,
"[53, 12, 28]",27578,14.75562,[10254],103.0,6.0,2977.0,The Expendables,126125
"[28, 12, 35]",22538,13.793301,"[33, 2527]",112.0,7.2,2185.0,Scott Pilgrim vs. the World,
"[12, 18, 10749]",97735,0.455655,[6],100.0,5.3,7.0,The Spanish Main,
"[18, 53]",45803,0.193959,[6194],81.0,4.3,4.0,Svengali,
"[18, 35]",112383,0.023982,[],96.0,5.0,1.0,Lampaansyöjät,
"[18, 53, 80]",44629,9.649312,[6237],113.0,6.7,240.0,Animal Kingdom,
"[18, 10749]",44770,0.568777,[],80.0,6.4,15.0,The Exploding Girl,
[99],46391,0.079954,[],86.0,5.5,2.0,Prodigal Sons,
"[36, 37]",149114,0.483473,[4928],90.0,5.0,1.0,Seven Angry Men,
[18],30860,0.903115,[],117.0,5.6,6.0,06/05,
"[99, 10769]",67367,0.408405,"[1784, 11911]",86.0,5.5,4.0,L'épine dans le coeur,
[99],96108,0.076471,[],91.0,4.0,2.0,See What I'm Saying: The Deaf Entertainers Documentary,
[99],30966,1.283207,[],100.0,7.5,12.0,Facing Ali,
"[28, 18, 27, 53]",47477,2.026374,[6384],173.0,4.8,12.0,The Beast,
[35],40818,0.585128,"[4614, 5161, 63567]",120.0,5.0,8.0,Pretty Bird,
"[18, 10769, 53]",37951,1.043552,[2320],167.0,6.1,18.0,Raajneeti,
"[28, 18, 37]",43821,0.654195,[306],92.0,6.2,10.0,The Return of Frank James,
"[10752, 18, 10749]",55971,0.992149,"[201, 2511, 7025, 25606, 27593, 54378]",108.0,5.6,10.0,Молох,
"[35, 10749]",10271,1.15926,[],90.0,6.4,17.0,Mensonges Et Trahisons Et Plus Si Affinités...,
"[28, 878, 35]",17821,3.114883,[5935],90.0,4.6,17.0,Crossworlds,
"[12, 28, 18]",23759,13.00941,"[1178, 2452, 3573, 5358, 6194, 6301]",97.0,6.0,394.0,Centurion,
[18],26280,6.662036,"[4476, 25562, 25563]",96.0,7.7,320.0,J'ai tué ma mère,
"[35, 18]",39800,3.311392,[53303],97.0,6.3,30.0,Life During Wartime,
"[18, 10769]",8900,1.220666,"[2562, 2563]",113.0,6.4,18.0,Leonera,
"[18, 10749]",3476,1.268137,"[1416, 1417]",109.0,7.5,19.0,L'important c'est d'aimer,
[18],9503,7.289967,"[47, 2875, 6246, 10947, 12372, 17051, 19477, 72498]",149.0,6.5,93.0,Die Päpstin,
"[10749, 18]",52270,3.008224,[306],100.0,5.8,12.0,Cluny Brown,
[99],44737,2.667622,[5870],79.0,7.0,52.0,Bébés,
[18],8070,0.544128,"[53, 64]",94.0,6.5,14.0,La Chambre verte,
"[18, 10752]",46334,1.705362,"[183, 6069, 6070]",129.0,6.2,8.0,Capitaine Conan,
"[35, 10749]",80364,1.170418,[4],88.0,6.1,13.0,Easy Living,
"[18, 10749]",21001,0.683513,[],90.0,5.5,11.0,Like It Is,
"[10769, 18]",171492,0.078659,[80067],125.0,4.2,3.0,Ankur,
[99],79829,0.242245,[],67.0,5.5,3.0,For Neda,
"[36, 18, 28]",39142,0.177342,[],85.0,4.3,5.0,La Bataille du rail,
"[18, 10769, 27, 9648, 53]",21781,1.833655,[],112.0,6.7,33.0,거미숲,
[18],19874,2.471224,"[2865, 3684, 16554, 20573]",104.0,5.2,13.0,What Goes Up,
[99],44806,0.155882,[],90.0,8.4,4.0,12th & Delaware,
"[80, 18, 10402, 10749]",132883,0.153016,[6194],84.0,5.7,3.0,Wonder Bar,
"[53, 18]",43549,9.662564,"[3782, 11341, 13648, 20659, 22545, 22546, 22548, 22549, 22550, 22551]",96.0,6.4,304.0,The Experiment,
"[12, 18, 27]",14138,7.930423,"[417, 22897, 50954]",90.0,5.9,67.0,Black Water,
"[18, 27, 53]",38150,3.977054,"[707, 2268, 2451, 5705, 21460, 21461]",114.0,6.2,68.0,Heartless,
[99],47912,0.261439,[],87.0,6.8,5.0,Smash His Camera,
"[35, 18, 80]",128298,0.206599,"[7981, 28230]",118.0,4.0,2.0,Chicago,
"[18, 80]",42565,0.857462,[4],87.0,7.4,8.0,Underworld,
"[35, 27]",43593,8.212132,"[308, 2995, 7332, 7405, 18524, 22596]",88.0,5.3,599.0,Piranha 3D,104830
[],263579,,[],110.0,0.0,0.0,Milka - elokuva tabuista,
[35],1914,1.564913,[44224],95.0,5.6,10.0,FC Venus,
"[14, 12, 28, 9648]",35552,6.710598,"[356, 1076, 6896]",105.0,5.9,325.0,Les Aventures extraordinaires d'Adèle Blanc-Sec,
"[35, 18, 9648]",44718,4.678848,"[6715, 6716, 6717]",103.0,6.5,100.0,Get Low,
[99],67381,1.655702,"[2606, 18367, 62355]",159.0,8.0,5.0,La danse - Le ballet de L'Opéra de Paris,
"[18, 10749]",26035,9.62432,"[3095, 11201]",92.0,6.0,67.0,According to Greta,
"[28, 18, 53]",25474,2.773937,"[5552, 5632]",89.0,6.7,30.0,Yi ngoi,
"[18, 10751]",16346,8.516625,[],95.0,6.5,54.0,Center Stage : Turn It Up,246839
"[18, 10769]",33774,1.855988,[21546],97.0,6.6,21.0,Tony Manero,
[18],102286,1.640499,[306],106.0,7.0,5.0,Fate Is the Hunter,
"[35, 10749]",53446,0.207643,[4],104.0,6.3,5.0,Blue Skies,
[35],108232,2.227932,[4],101.0,6.6,7.0,The Mating Season,
"[12, 18, 36]",44533,0.34033,[306],107.0,5.1,4.0,Prince of Foxes,
"[18, 53]",15952,4.472892,[2761],90.0,6.3,24.0,Frygtelig lykkelig,
"[18, 27, 10749]",39563,8.585525,[],88.0,6.1,15.0,The Eclipse,
"[35, 18]",55520,0.000431,[7510],129.0,8.0,1.0,Pohjanmaa,
"[35, 18]",41479,6.632194,"[2147, 3870]",96.0,6.1,212.0,The Joneses,
"[18, 10402]",65787,0.399419,[306],117.0,6.0,4.0,With a Song in My Heart,
"[35, 10402, 10749]",51759,0.579705,[4],107.0,4.6,7.0,The Love Parade,
"[18, 10749]",41248,1.784251,"[83, 5358, 6586, 7248, 10609, 11435, 12400, 18367]",105.0,5.6,10.0,La Fille du RER,
"[18, 35, 10749, 10769]",29538,0.748353,[],140.0,4.6,12.0,Pyaar Impossible,
"[18, 10749, 12]",115109,0.87141,[306],104.0,5.7,3.0,The Rains Came,
"[35, 18, 10749]",42850,0.220007,[],86.0,6.3,6.0,Children of Invention,
[18],31900,11.021373,"[83, 2577, 5725, 5726, 5727]",130.0,7.0,88.0,Gainsbourg (vie héroïque),
"[18, 10749]",37842,2.055282,"[83, 225, 310, 850, 5358, 5870, 6586, 11246, 11778, 11944]",104.0,5.8,23.0,Les herbes folles,
"[80, 27, 9648, 53]",29159,2.542612,"[8692, 10123, 51382, 87243]",92.0,4.2,38.0,Giallo,
"[18, 10749]",191550,0.889745,[559],110.0,3.5,2.0,Gaby: A True Story,
[18],122671,0.312707,[6181],110.0,7.3,7.0,Ole dole doff,
"[10402, 10749]",42991,0.40595,"[1823, 4402, 8411]",123.0,6.0,2.0,Billy Rose's Jumbo,
"[18, 10402]",44140,0.776443,[441],91.0,5.0,5.0,Miss Sadie Thompson,
"[80, 18, 28, 53, 878]",42194,12.17886,"[5882, 5883]",92.0,5.2,185.0,TEKKEN,294172
"[28, 12, 18, 53]",31443,0.785072,[],90.0,3.4,11.0,The President's Man,257899
"[18, 10749, 35]",33494,1.113918,[],108.0,6.3,16.0,Bröllopsfotografen,
"[80, 18]",91873,0.004425,[],140.0,5.9,7.0,Giliap,
"[12, 35, 10749, 18]",207937,0.745102,[4056],141.0,5.3,3.0,Don Quixote,
[35],20200,4.584117,"[694, 1115, 2612, 3823]",105.0,6.1,43.0,Narco,
[99],37259,0.876887,"[6000, 6001]",100.0,6.5,8.0,Blood Into Wine,
"[80, 9648]",62981,0.90394,"[356, 885]",120.0,6.2,10.0,Mortelle randonnée,
[18],33682,1.427816,[5928],102.0,6.7,3.0,Štěstí,
"[10749, 18, 14, 9648]",79043,0.359482,"[27124, 28699]",150.0,7.3,4.0,Histoire de Marie et Julien,
[16],28609,4.676852,[5542],45.0,6.4,93.0,ドラゴンボールＺ オラの悟飯をかえせッ!!,425164
"[80, 18, 10769, 27, 9648, 878, 53]",46164,1.40622,[6051],104.0,5.7,23.0,叫 / 叫　さけび,
"[27, 18, 53]",38358,6.397109,"[655, 694, 11112]",87.0,5.6,330.0,The Last Exorcism,177675
"[18, 27]",113458,1.413071,"[52, 32782]",110.0,7.2,21.0,Matka Joanna od aniolów,
"[18, 10769, 10749]",42085,0.265963,[],105.0,7.0,4.0,Camila,
[18],37581,0.282898,[6],78.0,5.8,6.0,Christopher Strong,
"[10752, 99]",84701,0.914855,[39492],40.0,6.4,11.0,San Pietro,
"[10402, 10749, 35]",32196,0.523843,[6],90.0,5.6,11.0,"Dance, Girl, Dance",
"[18, 10769]",42495,0.187901,"[5845, 24737, 51549]",137.0,8.0,3.0,King Lear,
[18],95597,0.515553,[5448],65.0,7.6,15.0,La noire de…,
"[18, 36]",55562,0.332373,"[1448, 1931, 2330, 5982, 7025, 12994, 74834]",123.0,5.1,7.0,Rosa Luxemburg,
"[80, 18]",49943,0.643076,[886],83.0,6.5,12.0,Syostry,
"[80, 18, 53]",27579,7.275649,"[10059, 10146, 20899, 22695, 72503]",104.0,5.8,488.0,The American,
"[35, 10769, 12]",105347,,"[13932, 76566, 93188]",84.0,4.8,4.0,Como Era Gostoso o Meu Francês,
[18],77057,0.293856,"[1516, 75862]",97.0,5.9,6.0,原爆の子,
[18],98636,0.617028,[],74.0,5.8,7.0,くちづけ,
[99],96451,0.109599,[4319],255.0,10.0,1.0,If God Is Willing and da Creek Don't Rise,
"[35, 99]",14158,8.585765,[21834],64.0,5.8,140.0,Jackass 2.5,17178
"[16, 10751]",47670,0.923952,[6254],50.0,4.8,7.0,The Christmas Toy,
"[35, 18, 10749]",55648,0.732999,[12950],79.0,6.3,3.0,Die Bergkatze,
"[18, 9648]",88034,0.339143,[8171],66.0,7.4,10.0,L'hypothèse du tableau volé,
"[36, 18]",172535,2.011489,"[1807, 34758]",130.0,6.3,7.0,The Trials of Oscar Wilde,
"[27, 28, 53]",109466,0.57406,"[7954, 21437]",72.0,3.5,2.0,Urban Menace,
[],32638,0.61108,"[10858, 10859, 10860]",26.0,6.0,5.0,Cartoon All-Stars to the Rescue,
"[28, 27, 53]",37905,5.319546,"[5125, 5666]",90.0,5.7,104.0,La Horde,
[18],30846,0.105414,[],76.0,4.5,2.0,Man tänker sitt,
"[35, 10749, 18]",41210,5.695408,"[771, 2570, 7382]",101.0,5.9,599.0,The Switch,
[878],107983,0.883965,"[12838, 46568]",92.0,5.9,7.0,Golem,
"[16, 878]",9761,1.802597,[6908],11.0,6.0,28.0,Elephants Dream,
"[18, 53]",57816,0.944554,"[22466, 22467]",94.0,5.5,11.0,8th Wonderland,
[99],40663,4.334953,[17980],107.0,7.4,52.0,Gasland,225543
"[18, 53]",91396,0.002801,"[183, 1885, 14159, 14723]",111.0,6.0,1.0,The Dark Wind,
"[18, 36]",10165,4.482793,[385],62.0,5.1,66.0,Fear and Desire,
[99],139433,0.04249,[4100],90.0,1.0,1.0,No One Dies in Lily Dale,
